"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional level 1","71072","106501","Head of Function","2.69","Policy","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts2"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional level 2","50735","76725","Snr Mgr/Snr Functional Specialist","9.83","Policy","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts3"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional level 3","33928","57925","Functional Mgr/Functional Specialist","9.86","Policy","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts4"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional level 4","22545","41416","Advisor/Team Leader/Directors Secretary/PA","2","Policy","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts5"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional level 5","18605","30495","Support Specialist/ Secretary/ Administrator","2","Policy","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts6"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Performance Specialist","33928","81192","Performance Specialist","1","Policy","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts7"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Principal Auditor","30495","51958","Principal Auditor","4","Policy","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts8"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Audit Manager","48287","75104","Audit Manager","20.4","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts9"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Principal Auditor","30495","51958","Principal Auditor","1.91","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts10"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional level 1","71072","106501","Head of Function","1","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts11"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional level 2","50735","76725","Snr Mgr/Snr Functional Specialist","5","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts12"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional level 3","33928","57925","Functional Mgr/Functional Specialist","8.69","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts13"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional level 4","22545","41416","Advisor/Team Leader/Directors Secretary/PA","3","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts14"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional level 5","18605","30495","Support Specialist/ Secretary/ Administrator","7.29","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts15"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Head of Audit","99449","113229","Head of Audit","1","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts16"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Performance Specialist","33928","81192","Performance Specialist","2","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts17"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Senior Audit Manager","72742","81192","Senior Audit Manager","1","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts18"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","District Auditor","78897","106501","District Auditor","10","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts19"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Audit Manager","48287","75104","Audit Manager","33.33","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts20"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Principal Auditor","30495","51958","Principal Auditor","47.3","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts21"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Auditor","18605","34868","Auditor","2","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts22"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Functional level 5","18605","30495","Support Specialist/ Secretary/ Administrator","5.6","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts23"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Performance Specialist","33928","81192","Performance Specialist","1","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts24"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Placement Student","14871","17918","Placement Student","5","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts25"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Senior Audit Manager","72742","81192","Senior Audit Manager","3.86","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts26"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Trainee Auditor","23099","30495","Trainee Auditor","8","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts27"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","District Auditor","78897","106501","District Auditor","4.6","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts28"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Audit Manager","48287","75104","Audit Manager","18.33","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts29"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Principal Auditor","30495","51958","Principal Auditor","17.82","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts30"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Auditor","18605","34868","Auditor","1.8","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts31"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Functional level 2","50735","76725","Snr Mgr/Snr Functional Specialist","1","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts32"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Functional level 3","33928","57925","Functional Mgr/Functional Specialist","1","Operational delivery","/data/audit-commission/2011-09-30/300911-Audit-Commission-Organogram-ver-3.xls","juniorPosts33"
