"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Business Innovation and Skills","Engineering and Physical Sciences Research Council","Executive Leadership Team","2000367","RC-G","54565","69721","Associate Director Operations","1","Finance","/data/epsrc/2011-09-30/EPSRC-Government-staff-and-salary-data-300911.xls","juniorPosts2"
"Department for Business Innovation and Skills","Engineering and Physical Sciences Research Council","Operations - Finance","2000367","RC-F","42769","54649","Head of Financial Services","1","Finance","/data/epsrc/2011-09-30/EPSRC-Government-staff-and-salary-data-300911.xls","juniorPosts3"
"Department for Business Innovation and Skills","Engineering and Physical Sciences Research Council","Operations - Finance","2000367","RC-E","33780","43164","Senior Finance Manager","2.26","Finance","/data/epsrc/2011-09-30/EPSRC-Government-staff-and-salary-data-300911.xls","juniorPosts4"
"Department for Business Innovation and Skills","Engineering and Physical Sciences Research Council","Operations - Finance","2000367","RC-D","26610","34002","Finance Manager","5.95","Finance","/data/epsrc/2011-09-30/EPSRC-Government-staff-and-salary-data-300911.xls","juniorPosts5"
"Department for Business Innovation and Skills","Engineering and Physical Sciences Research Council","Operations - Finance","2000367","RC-C","21098","26958","Accounting Assistant","3.62","Finance","/data/epsrc/2011-09-30/EPSRC-Government-staff-and-salary-data-300911.xls","juniorPosts6"
"Department for Business Innovation and Skills","Engineering and Physical Sciences Research Council","Operations - Finance","2000367","RC-B","16400","20956","Finance Administrator","1","Finance","/data/epsrc/2011-09-30/EPSRC-Government-staff-and-salary-data-300911.xls","juniorPosts7"
"Department for Business Innovation and Skills","Engineering and Physical Sciences Research Council","Operations - Finance","2000367","RC-E","33780","43164","Senior Grants Policy Manager","1","Operational delivery","/data/epsrc/2011-09-30/EPSRC-Government-staff-and-salary-data-300911.xls","juniorPosts8"
"Department for Business Innovation and Skills","Engineering and Physical Sciences Research Council","Operations - Finance","2000367","RC-D","26610","34002","Grants Policy Manager","1","Operational delivery","/data/epsrc/2011-09-30/EPSRC-Government-staff-and-salary-data-300911.xls","juniorPosts9"
"Department for Business Innovation and Skills","Engineering and Physical Sciences Research Council","Operations - Finance","2000367","RC-C","21098","26958","Grants Policy Support Manager","1","Operational delivery","/data/epsrc/2011-09-30/EPSRC-Government-staff-and-salary-data-300911.xls","juniorPosts10"
"Department for Business Innovation and Skills","Engineering and Physical Sciences Research Council","Operations - Human Resources & Office Facilities","2000367","RC-F","42769","54649","HR Business Partner","1","Human resources","/data/epsrc/2011-09-30/EPSRC-Government-staff-and-salary-data-300911.xls","juniorPosts11"
