"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department of Health","Human Tissue Authority","Resources directorate","2","Band 5","53000","56399","Head of Team","3","Operational Delivery","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts2"
"Department of Health","Human Tissue Authority","Resources directorate","2","Band 4","37000","48116","Manager","2","Operational Delivery","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts3"
"Department of Health","Human Tissue Authority","Strategy and Quality directorate","4","Band 5","53000","56399","Head of Team","1","Operational Delivery","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts4"
"Department of Health","Human Tissue Authority","Strategy and Quality directorate","4","Band 4","37000","48116","Manager","1","Operational Delivery","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts5"
"Department of Health","Human Tissue Authority","Strategy and Quality directorate","4","Band 3","30000","33311","Officer","2","Operational Delivery","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts6"
"Department of Health","Human Tissue Authority","Communications and Public Affairs directorate","3","Band 5","53000","56399","Head of Team","1","Communications","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts7"
"Department of Health","Human Tissue Authority","Communications and Public Affairs directorate","3","Band 4","37000","48116","Manager","1","Communications","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts8"
"Department of Health","Human Tissue Authority","Communications and Public Affairs directorate","3","Band 3","30000","33311","Officer","1","Communications","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts9"
"Department of Health","Human Tissue Authority","Regulation directorate","5","Band 5","53000","56399","Head of Team","3","Operational Delivery","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts10"
"Department of Health","Human Tissue Authority","Regulation directorate","5","Band 4","37000","48116","Manager","21","Operational Delivery","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts11"
"Department of Health","Human Tissue Authority","Regulation directorate","5","Band 3","30000","33311","Officer","3","Operational Delivery","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts12"
"Department of Health","Human Tissue Authority","Regulation directorate","5","Band 1","19000","25850","Assistant","1","Operational Delivery","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts13"
"Department of Health","Human Tissue Authority","Chief Executive's Office","1","Band 5","53000","56399","Head of Team","1","Human Resources","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts14"
"Department of Health","Human Tissue Authority","Chief Executive's Office","1","Band 2","25000","30000","Senior Assistant","2","Operational Delivery","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts15"
"Department of Health","Human Tissue Authority","Chief Executive's Office","1","Band 1","19000","25850","Assistant","2","Operational Delivery","/data/hta/2011-03-31/government-staff-and-salary-data-HTA.xls","juniorPosts16"
