"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Audit Manager","48287","75104","Audit Manager","1","Policy","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts2"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional Level 1","71072","106501","Head of Function","2.69","Policy","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts3"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional Level 2","50735","76725","Snr Mgr/Snr Functional Specialist","7.83","Policy","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts4"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional Level 3","33928","57925","Functional Mgr/Functional Specialist","9.46","Policy","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts5"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional Level 4","22545","41416","Advisor/Team Leader/Directors Secretary/PA","1.6","Policy","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts6"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","93110","Functional Level 5","18605","30495","Support Specialist/ Secretary/ Administrator","2","Policy","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts7"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","21737","Principal Auditor","30495","51958","Principal Auditor","4","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts8"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","21737","Functional Level 2","50735","76725","Snr Mgr/Snr Functional Specialist","2","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts9"
"Department for Communities and Local Government","Audit Commission","Audit Policy & Regulation","21737","Performance Specialist","33928","81192","Performance Specialist","1","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts10"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","District Auditor","78897","106501","District Auditor","2","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts11"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Audit Manager","48287","75104","Audit Manager","28.63","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts12"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Principal Auditor","30495","51958","Principal Auditor","17.71","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts13"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional Level 1","71072","106501","Head of Function","1","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts14"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional Level 2","50735","76725","Snr Mgr/Snr Functional Specialist","4","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts15"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional Level 3","33928","57925","Functional Mgr/Functional Specialist","6.69","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts16"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional Level 4","22545","41416","Advisor/Team Leader/Directors Secretary/PA","2","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts17"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Functional Level 5","18605","30495","Support Specialist/ Secretary/ Administrator","6","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts18"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Head of Audit","99449","113229","Head of Audit","1","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts19"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Performance Specialist","33928","81192","Performance Specialist","2","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts20"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Placement Student","14871","17918","Placement Student","2","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts21"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Senior Audit Manager","72742","81192","Senior Audit Manager","1.76","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts22"
"Department for Communities and Local Government","Audit Commission","Audit Practice","70628","Trainee Auditor","23099","30495","Trainee Auditor","4.6","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts23"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","District Auditor","78897","106501","District Auditor","9","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts24"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Audit Manager","48287","75104","Audit Manager","31.63","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts25"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Principal Auditor","30495","51958","Principal Auditor","37.66","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts26"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Auditor","18605","34868","Auditor","1","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts27"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Functional Level 2","50735","76725","Snr Mgr/Snr Functional Specialist","1","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts28"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Functional Level 5","18605","30495","Support Specialist/ Secretary/ Administrator","5.6","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts29"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Placement Student","14871","17918","Placement Student","5","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts30"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Senior Audit Manager","72742","81192","Senior Audit Manager","3.86","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts31"
"Department for Communities and Local Government","Audit Commission","Audit Practice","33732","Trainee Auditor","23099","30495","Trainee Auditor","3","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts32"
"Department for Communities and Local Government","Audit Commission","Audit Practice","24126","Placement Student","14871","17918","Placement Student","1","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts33"
"Department for Communities and Local Government","Audit Commission","Audit Practice","24126","Trainee Auditor","23099","30495","Trainee Auditor","5","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts34"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","District Auditor","78897","106501","District Auditor","1.8","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts35"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Audit Manager","48287","75104","Audit Manager","10","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts36"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Principal Auditor","30495","51958","Principal Auditor","11.75","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts37"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Auditor","18605","34868","Auditor","2.8","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts38"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Functional Level 2","50735","76725","Snr Mgr/Snr Functional Specialist","1","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts39"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Functional Level 3","33928","57925","Functional Mgr/Functional Specialist","1","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts40"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Functional Level 4","22545","41416","Advisor/Team Leader/Directors Secretary/PA","7.36","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts41"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Functional Level 6","13197","21985","Support Specialist/ Secretary/ Administrator","3","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts42"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Placement Student","14871","17918","Placement Student","1","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts43"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Senior Audit Manager","72742","81192","Senior Audit Manager","1","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts44"
"Department for Communities and Local Government","Audit Commission","Audit Practice","54294","Trainee Auditor","23099","30495","Trainee Auditor","11","Operational delivery","/data/audit-commission/2012-03-31/310312-Audit-Commission-Organogram.xls","juniorPosts45"
