"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department of Health","NHS Information Centre for Health and Social Care","Chief Executive","3497619","band 8c","54454","67134","Business Manager","1","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts2"
"Department of Health","NHS Information Centre for Health and Social Care","Chief Executive","9016421","band 6","25528","34189","Facilities Manager","1","Finance","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts3"
"Department of Health","NHS Information Centre for Health and Social Care","Chief Executive","9016421","band 5","21176","27625","Executive Assistant","3","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts4"
"Department of Health","NHS Information Centre for Health and Social Care","Chief Executive","9016421","band 3","15860","18827","Facilities Assistant","4","Finance","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts5"
"Department of Health","NHS Information Centre for Health and Social Care","Workforce","5240614","band 8c","54454","67134","Head of Department","3","Human resources","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts6"
"Department of Health","NHS Information Centre for Health and Social Care","Workforce","7691730","band 8b","45254","55945","Senior HR Manager","1","Human resources","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts7"
"Department of Health","NHS Information Centre for Health and Social Care","Workforce","7691730","band 7","30460","40157","HR Manager","2","Human resources","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts8"
"Department of Health","NHS Information Centre for Health and Social Care","Workforce","7691730","band 5","21176","27625","HR Officer","1","Human resources","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts9"
"Department of Health","NHS Information Centre for Health and Social Care","Workforce","7691730","band 4","18402","21798","HR support officer","2","Human resources","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts10"
"Department of Health","NHS Information Centre for Health and Social Care","Workforce","7199036","band 7","30460","40157","Trainer","1","Human resources","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts11"
"Department of Health","NHS Information Centre for Health and Social Care","Workforce","7199036","band 4","18402","21798","HR support officer","1","Human resources","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts12"
"Department of Health","NHS Information Centre for Health and Social Care","Workforce","3497561","band 8b","45254","55945","Senior Information Manager","5","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts13"
"Department of Health","NHS Information Centre for Health and Social Care","Workforce","3497561","band 7","30460","40157","Senior Analyst","6","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts14"
"Department of Health","NHS Information Centre for Health and Social Care","Workforce","3497561","band 6","25528","34189","Analyst","8","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts15"
"Department of Health","NHS Information Centre for Health and Social Care","Workforce","3497561","band 5","21176","27625","Analyst","6","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts16"
"Department of Health","NHS Information Centre for Health and Social Care","Workforce","3497561","band 4","18402","21798","Junior Analyst","4","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts17"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","3497455","band 8d","65270","80810","Head of Department","3","Finance","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts18"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","6240732","band 8b","45254","55945","Senior Finance Manager","2","Finance","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts19"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","6240732","band 8a","38851","46621","Procurement Officer","1","Finance","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts20"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","6240732","band 7","30460","40157","Finance Officer","4","Finance","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts21"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","6240732","band 6","25528","34189","Finance Support Officer","3","Finance","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts22"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","6240732","band 5","21176","27625","Procurement Support Officer","1","Finance","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts23"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","9035879","band 8c","54454","67134","Programme Manager","3","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts24"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","9035879","band 8b","45254","55945","Senior Information Manager","5","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts25"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","9035879","band 8a","38851","46621","Senior Analyst","6","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts26"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","9035879","band 7","30460","40157","Analyst","5","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts27"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","9035879","band 5","21176","27625","Programme support officer","2","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts28"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","7378595","band 8c","54454","67134","Programme Manager","5","Programme and Project Management (PPM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts29"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","7378595","band 8b","45254","55945","Senior Project Manager","6","Programme and Project Management (PPM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts30"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","7378595","band 8a","38851","46621","Project Manager","10","Programme and Project Management (PPM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts31"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","7378595","band 7","30460","40157","Junior Project Manager","12","Programme and Project Management (PPM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts32"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","7378595","band 6","25528","34189","Business Manager","1","Programme and Project Management (PPM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts33"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","7378595","band 5","21176","27625","Programme support officer","4","Programme and Project Management (PPM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts34"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","7378595","band 4","18402","21798","Project Support Officer","1","Programme and Project Management (PPM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts35"
"Department of Health","NHS Information Centre for Health and Social Care","Finance and Performance","7378595","band 3","15860","18827","Project Support Officer","0.4","Programme and Project Management (PPM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts36"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","3497697","band 8d","65270","80810","Head of Department","3","Policy","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts37"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","9015750","band 8c","54454","67134","Programme Manager","2","Operational delivery","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts38"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","9015750","band 8b","45254","55945","Senior Information Manager","7","Operational delivery","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts39"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","9015750","band 8a","38851","46621","Senior Analyst","2","Operational delivery","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts40"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","9015750","band 7","30460","40157","Senior Analyst","8","Operational delivery","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts41"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","9015750","band 6","25528","34189","Analyst","5","Operational delivery","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts42"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","9015750","band 5","21176","27625","Junior Analyst","10","Operational delivery","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts43"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","3497697","band 8b","45254","55945","Head of Department","3","Communications","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts44"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","3497697","band 8a","38851","46621","Operational Manager","1","Communications","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts45"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","3497697","band 7","30460","40157","Senior Communications Manager","4","Communications","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts46"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","3497697","band 6","25528","34189","Communications Manager","3","Communications","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts47"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","3497697","band 5","21176","27625","Communications support officer","1","Communications","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts48"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","3497697","band 8a","38851","46621","Press Officer","1","Communications","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts49"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","3497697","band 4","18402","21798","Communications support officer","1","Communications","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts50"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","3497697","band 6","25528","34189","Customer Service Manager","2","Communications","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts51"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","3497697","band 5","21176","27625","Senior Contact Centre Advisor","5","Communications","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts52"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","3497697","band 4","18402","21798","Senior Contact Centre Advisor","7","Communications","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts53"
"Department of Health","NHS Information Centre for Health and Social Care","Patient, Population Health and Engagement","3497697","band 3","15860","18827","Contact Centre Advisor","2","Communications","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts54"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","3497619","band 9","77079","97478","Head of Department","2","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts55"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","9045232","band 8d","65270","80810","Programme Head","1","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts56"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","8973316","band 8d","65270","80810","Senior Technical Adviser","0.61","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts57"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","8973316","band 8c","54454","67134","Business Manager","1","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts58"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","8973316","band 7","30460","40157","Analyst","1","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts59"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","8973316","band 5","21176","27625","Programme support officer","1","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts60"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","9045232","band 8c","54454","67134","Programme Manager","5","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts61"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","3497167","band 8b","45254","55945","Senior Information Manager","4.5","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts62"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","3497167","band 8a","38851","46621","Operational Manager","1","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts63"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","3497167","band 7","30460","40157","Senior Analyst","2","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts64"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","3497167","band 6","25528","34189","Analyst","3","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts65"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","3497167","band 5","21176","27625","Analyst","1","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts66"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","3497167","band 4","18402","21798","Junior Analyst","1","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts67"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","3497161","band 8b","45254","55945","Senior Project Manager","2","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts68"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","3497161","band 8a","38851","46621","Senior Business Analyst","1","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts69"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","3497161","band 7","30460","40157","Senior Analyst","3","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts70"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","3497161","band 6","25528","34189","Analyst","6","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts71"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","3497161","band 5","21176","27625","Programme support officer","1.5","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts72"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","6690545","band 8b","45254","55945","Senior Information Manager","1","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts73"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","6690545","band 8a","38851","46621","Project Manager","5","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts74"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","6690545","band 7","30460","40157","Business Analyst","4","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts75"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","6690545","band 6","25528","34189","Analyst","1","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts76"
"Department of Health","NHS Information Centre for Health and Social Care","Informatics","6690545","band 4","18402","21798","Project Support Officer","2","Knowledge and Information Management (KIM)","/data/ic/2011-09-30/The-NHS-Information-Centre-for-Health-and-Social-Care---300911.xls","juniorPosts77"
