"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department of Health","Appointments Commission","Chief Executives Office","1","8B","45254","55945","senior finance manager","1","Finance","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts2"
"Department of Health","Appointments Commission","Chief Executives Office","1","8B","45254","55945","senior operational manager","1","Planning","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts3"
"Department of Health","Appointments Commission","Chief Executives Office","1","6 and 7","30460","40157","Communications Manager","1","Communications","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts4"
"Department of Health","Appointments Commission","Chief Executives Office","1","4 and 5","21176","27534","Executive Assistant","2","Operational Delivery","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts5"
"Department of Health","Appointments Commission","Recruitment & Selection","2","4 and 5","21176","27534","Appointment Officers","15.3","Operational Delivery","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts6"
"Department of Health","Appointments Commission","Recruitment & Selection","2","6 and 7","30460","40157","Appointment Managers","5.4","Operational Delivery","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts7"
"Department of Health","Appointments Commission","Recruitment & Selection","2","2 and 3","15610","18577","Admin Support","3","Operational Delivery","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts8"
"Department of Health","Appointments Commission","Recruitment & Selection","2","8B","45254","55945","senior operational manager","2","Operational Delivery","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts9"
"Department of Health","Appointments Commission","Recruitment & Selection","2","6 and 7","30460","40157","policy adviser","1","Policy","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts10"
"Department of Health","Appointments Commission","Recruitment & Selection","2","6 and 7","30460","40157","Induction Services Manager","1","Operational Delivery","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts11"
"Department of Health","Appointments Commission","Recruitment & Selection","2","4 and 5","21176","27534","Knowledge Information Management Support Officer","1","Knowledge and Information Management (KIM)","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts12"
"Department of Health","Appointments Commission","Outplacement Services","3","6 and 7","30460","40157","Outplacement Services Manager","2","Operational Delivery","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts13"
"Department of Health","Appointments Commission","Chief Executives Office","1","6 and 7","30460","40157","Knowledge Information Management Manager","1","Knowledge and Information Management (KIM)","/data/appointments/2011-03-31/government-staff-and-salary-data-template-v2.xls","juniorPosts14"
