"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","source_file","source_line"
"Department for Communities and Local Government","Planning Inspectorate","Casework","PINS04","AA","16199","17198","Administrator","35.05","Operational delivery","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts2"
"Department for Communities and Local Government","Planning Inspectorate","Casework","PINS04","AO","19042","20512","Case Officer","83.03","Operational delivery","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts3"
"Department for Communities and Local Government","Planning Inspectorate","Casework","PINS04","AA","16199","17198","Not in post","0.43","Operational delivery","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts4"
"Department for Communities and Local Government","Planning Inspectorate","Casework","PINS04","EO","23686","25589","Not in post","0.8","Operational delivery","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts5"
"Department for Communities and Local Government","Planning Inspectorate","Casework","PINS04","AD","75432","75432","Operational Manager","2","Planning","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts6"
"Department for Communities and Local Government","Planning Inspectorate","Casework","PINS04","HPI","39149","47501","Planning Inspector","53.11","Planning","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts7"
"Department for Communities and Local Government","Planning Inspectorate","Casework","PINS04","SHPI","50557","60670","Senior Planning Inspector","90.74","Planning","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts8"
"Department for Communities and Local Government","Planning Inspectorate","Casework","PINS04","PHPI","65416","71957","Principal Planning Inspector","15.75","Planning","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts9"
"Department for Communities and Local Government","Planning Inspectorate","Casework","PINS04","PA","19042","20512","Secretary","3.81","Operational delivery","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts10"
"Department for Communities and Local Government","Planning Inspectorate","Casework","PINS04","HEO","29539","32406","Section Manager","10.86","Operational delivery","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts11"
"Department for Communities and Local Government","Planning Inspectorate","Casework","PINS04","EO","23686","25589","Team Manager","27.44","Operational delivery","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts12"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS01","SPS","23686","25589","Secretary","1","Other","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts13"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS02","AA","16199","17198","Administrator","4","Operational delivery","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts14"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS02","AO","19042","20512","Administrator","10.62","Operational delivery","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts15"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS02","Grade 7","48647","55618","Head of Branch","2","Planning","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts16"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS02","AA","16199","17198","Not in post","1","Operational delivery","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts17"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS02","HEO","29539","32406","Not in post","1","Operational delivery","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts18"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS02","Grade 6","57500","68293","Operational Manager","1","Operational delivery","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts19"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS02","AD","75432","75432","Operational Manager","1","Planning","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts20"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS02","HPI","39149","47501","Planning Inspector","2.75","Planning","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts21"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS02","SHPI","50557","60670","Senior Planning Inspector","21.86","Planning","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts22"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS02","PHPI","65416","71957","Principal Private Secretary","3.42","Planning","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts23"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS02","PO","23686","25589","Planning Officer","4","Planning","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts24"
"Department for Communities and Local Government","Planning Inspectorate","Development Plans, Policy and Quality","PINS02","HPO","29539","32406","Planning Officer","4.81","Planning","/data/communities/2011-09-30/Copy-of-government-staff-and-salary-data-blank-template---October-2011.xls","juniorPosts25"
