,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
0,Department of Health,NHS Blood & Transplant,Workforce Directorate,2556185,6,25783,40809,Office Manager,1.0,Operational Delivery
1,Department of Health,NHS Blood & Transplant,Workforce Directorate,2556185,5,21388,33481,Diary Manager,1.0,Operational Delivery
2,Department of Health,NHS Blood & Transplant,Communications Directorate,4997689,8c,54998,74084,Senior Communications Manager,2.0,Communications
3,Department of Health,NHS Blood & Transplant,Communications Directorate,4997689,8b,45707,62783,Senior Communications Manager,1.0,Communications
4,Department of Health,NHS Blood & Transplant,Communications Directorate,4997689,8a,39239,53367,Senior Communications Manager,5.0,Communications
5,Department of Health,NHS Blood & Transplant,Communications Directorate,4997689,7,30764,46837,Communications Manager,12.8,Communications
6,Department of Health,NHS Blood & Transplant,Communications Directorate,4997689,6,25783,40809,Communications Officer,13.45,Communications
7,Department of Health,NHS Blood & Transplant,Communications Directorate,4997689,5,21388,33481,Communications Officer,12.0,Communications
8,Department of Health,NHS Blood & Transplant,Communications Directorate,4997689,4,18838,26419,Communications Support Officer,4.0,Communications
9,Department of Health,NHS Blood & Transplant,Finance Directorate,2556829,8c,54998,74084,Senior Finance  Manager,10.09,Finance
10,Department of Health,NHS Blood & Transplant,Finance Directorate,2556829,8b,45707,62783,Senior Finance  Manager,16.6,Finance
11,Department of Health,NHS Blood & Transplant,Finance Directorate,2556829,8a,39239,53367,Senior Finance  Manager,16.91,Finance
12,Department of Health,NHS Blood & Transplant,Finance Directorate,2556829,7,30764,46837,Finance Manager,24.84,Finance
13,Department of Health,NHS Blood & Transplant,Finance Directorate,2556829,6,25783,40809,Finance Officer,19.92,Finance
14,Department of Health,NHS Blood & Transplant,Finance Directorate,2556829,5,21388,33481,Finance Officer,26.49,Finance
15,Department of Health,NHS Blood & Transplant,Finance Directorate,2556829,4,18838,26419,Finance Support Officer,24.34,Finance
16,Department of Health,NHS Blood & Transplant,Finance Directorate,2556829,3,16271,23344,Finance Support Officer,50.46,Finance
17,Department of Health,NHS Blood & Transplant,Finance Directorate,2556829,2,14294,21501,Finance Support Officer,1.97,Finance
18,Department of Health,NHS Blood & Transplant,Logistics Directorate,12841485,8c,54998,74084,Senior Operational Manager,2.0,Operational Delivery
19,Department of Health,NHS Blood & Transplant,Logistics Directorate,12841485,8b,45707,62783,Senior Operational Manager,3.0,Operational Delivery
20,Department of Health,NHS Blood & Transplant,Logistics Directorate,12841485,8a,39239,53367,Senior Operational Manager,5.0,Operational Delivery
21,Department of Health,NHS Blood & Transplant,Logistics Directorate,12841485,7,30764,46837,Operational Manager,1.89,Operational Delivery
22,Department of Health,NHS Blood & Transplant,Logistics Directorate,12841485,6,25783,40809,Operational Officer,21.7,Operational Delivery
23,Department of Health,NHS Blood & Transplant,Logistics Directorate,12841485,5,21388,33481,Operational Officer,21.7,Operational Delivery
24,Department of Health,NHS Blood & Transplant,Logistics Directorate,12841485,4,18838,26419,Operational Support Officer,4.72,Operational Delivery
25,Department of Health,NHS Blood & Transplant,Logistics Directorate,12841485,3,16271,23344,Operational Support Officer,329.38,Operational Delivery
26,Department of Health,NHS Blood & Transplant,Workforce Directorate,2556185,8c,54998,74084,Senior HR Manager,5.88,Human Resources
27,Department of Health,NHS Blood & Transplant,Workforce Directorate,2556185,8b,45707,62783,Senior HR Manager,3.86,Human Resources
28,Department of Health,NHS Blood & Transplant,Workforce Directorate,2556185,8a,39239,53367,Senior HR Manager,16.76,Human Resources
29,Department of Health,NHS Blood & Transplant,Workforce Directorate,2556185,7,30764,46837,HR Manager,29.81,Human Resources
30,Department of Health,NHS Blood & Transplant,Workforce Directorate,2556185,6,25783,40809,HR Officer,28.46,Human Resources
31,Department of Health,NHS Blood & Transplant,Workforce Directorate,2556185,5,21388,33481,HR Officer,11.91,Human Resources
32,Department of Health,NHS Blood & Transplant,Workforce Directorate,2556185,4,18838,26419,HR Support Officer,7.54,Human Resources
33,Department of Health,NHS Blood & Transplant,Workforce Directorate,2556185,3,16271,23344,HR Support Officer,16.0,Human Resources
34,Department of Health,NHS Blood & Transplant,Workforce Directorate,2556185,2,14294,21501,HR Support Officer,3.82,Human Resources
35,Department of Health,NHS Blood & Transplant,Organ Donation and Transplantation Directorate,4579555,8c,54998,74084,Senior Operational Manager,1.0,Operational Delivery
36,Department of Health,NHS Blood & Transplant,Organ Donation and Transplantation Directorate,4579555,8b,45707,62783,Senior Operational Manager,22.15,Operational Delivery
37,Department of Health,NHS Blood & Transplant,Organ Donation and Transplantation Directorate,4579555,8a,39239,53367,Senior Operational Manager,41.92,Operational Delivery
38,Department of Health,NHS Blood & Transplant,Organ Donation and Transplantation Directorate,4579555,7,30764,46837,Operational Manager,217.93,Operational Delivery
39,Department of Health,NHS Blood & Transplant,Organ Donation and Transplantation Directorate,4579555,6,25783,40809,Operational Officer,6.0,Operational Delivery
40,Department of Health,NHS Blood & Transplant,Organ Donation and Transplantation Directorate,4579555,5,21388,33481,Operational Officer,30.34,Operational Delivery
41,Department of Health,NHS Blood & Transplant,Organ Donation and Transplantation Directorate,4579555,4,18838,26419,Operational Support Officer,25.48,Operational Delivery
42,Department of Health,NHS Blood & Transplant,Organ Donation and Transplantation Directorate,4579555,3,16271,23344,Operational Support Officer,24.08,Operational Delivery
43,Department of Health,NHS Blood & Transplant,Organ Donation and Transplantation Directorate,4579555,2,14294,21501,Operational Support Officer,10.08,Operational Delivery
44,Department of Health,NHS Blood & Transplant,Blood Supply Directorate,4326345,8d,65922,87897,Senior Operational Manager,1.77,Operational Delivery
45,Department of Health,NHS Blood & Transplant,Blood Supply Directorate,4326345,8c,54998,74084,Senior Operational Manager,15.0,Operational Delivery
46,Department of Health,NHS Blood & Transplant,Blood Supply Directorate,4326345,8b,45707,62783,Senior Operational Manager,27.11,Operational Delivery
47,Department of Health,NHS Blood & Transplant,Blood Supply Directorate,4326345,8a,39239,53367,Senior Operational Manager,65.9,Operational Delivery
48,Department of Health,NHS Blood & Transplant,Blood Supply Directorate,4326345,7,30764,46837,Operational Manager,226.73,Operational Delivery
49,Department of Health,NHS Blood & Transplant,Blood Supply Directorate,4326345,6,25783,40809,Operational Officer,387.72,Operational Delivery
50,Department of Health,NHS Blood & Transplant,Blood Supply Directorate,4326345,5,21388,33481,Operational Officer,115.61,Operational Delivery
51,Department of Health,NHS Blood & Transplant,Blood Supply Directorate,4326345,4,18838,26419,Operational Support Officer,490.39,Operational Delivery
52,Department of Health,NHS Blood & Transplant,Blood Supply Directorate,4326345,3,16271,23344,Operational Support Officer,1294.51,Operational Delivery
53,Department of Health,NHS Blood & Transplant,Blood Supply Directorate,4326345,2,14294,21501,Operational Support Officer,243.96,Operational Delivery
54,Department of Health,NHS Blood & Transplant,Blood Supply Directorate,4326345,1,14294,18360,Operational Support Officer,4.68,Operational Delivery
55,Department of Health,NHS Blood & Transplant,Diagnostic & Therapeutic Services Directorate,12666181,9,77850,104732,Senior Operational Manager,0.6,Operational Delivery
56,Department of Health,NHS Blood & Transplant,Diagnostic & Therapeutic Services Directorate,12666181,8d,65922,87897,Senior Operational Manager,9.0,Operational Delivery
57,Department of Health,NHS Blood & Transplant,Diagnostic & Therapeutic Services Directorate,12666181,8c,54998,74084,Senior Operational Manager,15.63,Operational Delivery
58,Department of Health,NHS Blood & Transplant,Diagnostic & Therapeutic Services Directorate,12666181,8b,45707,62783,Senior Operational Manager,37.48,Operational Delivery
59,Department of Health,NHS Blood & Transplant,Diagnostic & Therapeutic Services Directorate,12666181,8a,39239,53367,Senior Operational Manager,55.63,Operational Delivery
60,Department of Health,NHS Blood & Transplant,Diagnostic & Therapeutic Services Directorate,12666181,7,30764,46837,Senior Operational Manager,153.57,Operational Delivery
61,Department of Health,NHS Blood & Transplant,Diagnostic & Therapeutic Services Directorate,12666181,6,25783,40809,Operational Officer,154.54,Operational Delivery
