,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
0,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band A,50534,67969,Assistant Director - Finance,1.0,Finance
1,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band D,24007,28000,Personal Assistant,1.0,Operational Delivery
2,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band A,50534,67969,Selection Exercise Manager,2.0,Operational Delivery
3,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band B,35188,44964,Deputy Selection Exercise Manager,5.0,Operational Delivery
4,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band C,29495,36061,Selection Exercise Team Manager,8.69,Operational Delivery
5,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band D,24007,28000,Selection Exercise Team Manager,6.0,Operational Delivery
6,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band E,19135,22250,Adminstrative Support,9.54,Operational Delivery
7,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band A,50534,67969,Assistant Director - Complaints,0.75,Policy
8,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band B,35188,44964,Senior Policy Adviser,1.0,Policy
9,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band C,29495,36061,Complaints Manager,1.0,Policy
10,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band A,50534,67969,Assistant Director Human Resources,1.0,Human Resources
11,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band C,29495,36061,Performance Management and Risk,1.0,Finance
12,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band A,50534,67969,Assistant Director - Head of Outreach,1.0,Communications
13,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band B,35188,44964,Senior Communications Manager,1.0,Communications
14,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band C,29495,36061,Marketing Manager,1.0,Communications
15,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band D,24007,28000,Assistant Communications Officer,0.44,Communications
16,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band A,50534,67969,Assistant Director - Head of Commissioner's Secretariat,1.0,Operational Delivery
17,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band C,29495,36061,Commissioner's Secrtariat Office,1.0,Operational Delivery
18,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band D,24007,28000,Executive Officer Commissioner's Secr,1.5,Operational Delivery
19,Ministry of Justice,Judicial Appointments Commission.,Corporate office,JAC1,Band A,50534,67969,Assistant Director - Change Programme,1.8,Operational Delivery
20,Ministry of Justice,Judicial Appointments Commission.,Corporate office,JAC1,Band B,35188,44964,Programme Manager,2.0,Operational Delivery
21,Ministry of Justice,Judicial Appointments Commission.,Corporate office,JAC1,Band D,24007,28000,Programme Officer Manager,1.0,Operational Delivery
22,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band A,50534,67969,Senior Statistician,0.4,Operational Delivery
23,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band C,29495,36061,Technical Support Officer,1.0,Operational Delivery
24,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC2,Band C,29495,36061,Candidate Services Team Senior Manager,1.0,Operational Delivery
25,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC2,Band D,24007,28000,Candidate Services Team Manager,3.0,Operational Delivery
26,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC2,Band E,19135,22250,Adminstrative Support,5.0,Operational Delivery
27,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band D,24007,28000,Finance Officer,1.0,Operational Delivery
28,Ministry of Justice,Judicial Appointments Commission.,Operational Services,JAC3,Band B,35188,44964,Policy Adviser - Diversity,1.0,Operational Delivery
29,Ministry of Justice,Judicial Appointments Commission.,Selection Exercise Directorate,JAC3,Band A,50534,67969,Assistant Director - Operational Support and IT,1.0,Policy
