,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
0,Ministry of Defence,United Kingdom Hydrographic Office,National Hydrographer,60003831,HEO (UKHO B2),29712,33924,(T) ENC Improvement Manager,1.0,Operational Delivery
1,Ministry of Defence,United Kingdom Hydrographic Office,Operations,60000389,HEO (UKHO B2),29712,33924,(T) ENC Improvement Manager,0.81,Operational Delivery
2,Ministry of Defence,United Kingdom Hydrographic Office,Operations,60000389,SEO (UKHO B1),37935,41793,(T) RT6 Deputy GM,1.0,Operational Delivery
3,Ministry of Defence,United Kingdom Hydrographic Office,Operations,60000389,HEO (UKHO B2),29712,33924,(T) Third Party Support Data Manager,1.0,Operational Delivery
4,Ministry of Defence,United Kingdom Hydrographic Office,Finance,60000381,SEO (UKHO B1),37935,41793,Accommodation Manager,1.0,Operational Delivery
5,Ministry of Defence,United Kingdom Hydrographic Office,Commercial,60003822,SEO (UKHO B1),37935,41793,Account Executive,2.0,Communications
6,Ministry of Defence,United Kingdom Hydrographic Office,Commercial,60003822,UG7 (UKHO C2),47935,54049,Account Manager,3.0,Communications
7,Ministry of Defence,United Kingdom Hydrographic Office,Commercial,60003822,HEO (UKHO B2),29712,33924,Accounts Support Officer,1.0,Communications
8,Ministry of Defence,United Kingdom Hydrographic Office,Commercial,60003822,UG6 (UKHO C1),60064,66270,Admiralty Asia Sales,1.0,Communications
9,Ministry of Defence,United Kingdom Hydrographic Office,Operations,60000389,HEO (UKHO B2),29712,33924,Admiralty Information Overlay Manager,1.0,Operational Delivery
10,Ministry of Defence,United Kingdom Hydrographic Office,Commercial,60003822,UG7 (UKHO C2),47935,54049,ADS Data and Test Manager,1.0,Operational Delivery
11,Ministry of Defence,United Kingdom Hydrographic Office,Information Management & Technology,60007628,SEO (UKHO B1),37935,41793,ADS Tech Support Lead,1.0,Information Technology
12,Ministry of Defence,United Kingdom Hydrographic Office,Operations,60000389,EO (UKHO B3),23680,28124,AIO Production Leader,2.0,Operational Delivery
13,Ministry of Defence,United Kingdom Hydrographic Office,National Hydrographer,60003831,EO (UKHO B3),23680,28124,Air & Fleet Charting Team Member,5.59,Operational Delivery
14,Ministry of Defence,United Kingdom Hydrographic Office,National Hydrographer,60003831,HEO (UKHO B2),29712,33924,Air and Fleet Charting Team Leader,1.0,Operational Delivery
