,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
0,Ministry of Justice,Criminal Injuries Compensation Authority,CEO Office,CICA1001,Band A,42034,60649,Head of Legal Services & Executive Office,1.0,Law
1,Ministry of Justice,Criminal Injuries Compensation Authority,CEO Office,CICA1001,Band B,29634,38690,Legal Advisor,2.0,Law
2,Ministry of Justice,Criminal Injuries Compensation Authority,CEO Office,CICA1001,Band C,25392,31939,Communications Manager ,1.0,Operational Delivery
3,Ministry of Justice,Criminal Injuries Compensation Authority,CEO Office,CICA1001,Band D,20367,24727,PA to Executive Board,1.0,Operational Delivery
4,Ministry of Justice,Criminal Injuries Compensation Authority,CEO Office,CICA1001,Band D,20367,24727,Communications Officer,1.0,Operational Delivery
5,Ministry of Justice,Criminal Injuries Compensation Authority,CEO Office,CICA1001,Band D,20367,24727,Assurance Advisor,1.0,Operational Delivery
6,Ministry of Justice,Criminal Injuries Compensation Authority,CEO Office,CICA1001,Band E,16813,19550,Executive Assistant,1.0,Operational Delivery
7,Ministry of Justice,Criminal Injuries Compensation Authority,CEO Office,CICA1001,Band F,14320,16000,Administrative Officer,0.74,Operational Delivery
8,Ministry of Justice,Criminal Injuries Compensation Authority,Criminal Injuries Compensation Authority,CICA1002,Band A,42034,60649,Chief Business Officer,1.0,Operational Delivery
9,Ministry of Justice,Criminal Injuries Compensation Authority,Criminal Injuries Compensation Authority,CICA1002,Band A,42034,60649,Director of IT,1.0,Information Technology
10,Ministry of Justice,Criminal Injuries Compensation Authority,Criminal Injuries Compensation Authority,CICA1002,Band A,42034,60649,Head of Operational Delivery,1.0,Operational Delivery
11,Ministry of Justice,Criminal Injuries Compensation Authority,Criminal Injuries Compensation Authority,CICA1002,Band A,42034,60649,Head of Operational Policy,1.0,Operational Delivery
12,Ministry of Justice,Criminal Injuries Compensation Authority,Criminal Injuries Compensation Authority,CICA1002,Band A,42034,60649,Head of Finance,1.0,Finance
13,Ministry of Justice,Criminal Injuries Compensation Authority,Criminal Injuries Compensation Authority,CICA1002,Band B,29634,38690,Decision Support Manager,1.0,Operational Delivery
