,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
0,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Communications,CEO1,Band3,48000,69000,Senior Communications Manager,1.0,Communications
1,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Communications,CEO1,Band5,27000,41000,Communications Manager,3.0,Communications
2,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Communications,CEO1,INT/APP,8500,21000,Communications Support Officer,1.0,Communications
3,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Finance,EDPDP2,Band3,48000,69000,Senior Finance  Manager,1.0,Finance
4,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Finance,EDPDP2,Band6,21000,32000,Finance Officer,1.0,Finance
5,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Finance,EDPDP2,Band5,27000,41000,Senior Finance  Manager,3.0,Finance
6,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Finance,EDPDP2,Band7,16000,25000,Finance Support Officer,1.0,Finance
7,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Finance,EDPDP2,Band4,36000,54000,Senior Finance  Manager,1.0,Finance
8,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Finance,EDPDP2,INT/APP,8500,21000,Finance Support Officer,3.0,Finance
9,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Finance,EDPDP2,Band5,27000,41000,Senior Procurement Officer,1.0,Procurement
10,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Finance,EDPDP2,Band7,16000,25000,Procurement Officer,1.0,Procurement
11,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Governance,EDPDP2,Band3,48000,69000,Knowledge Information Management Manager,1.0,Knowledge and Information Management (KIM)
12,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Governance,EDPDP2,Band6,21000,32000,Knowledge Information Management Support Officer,2.0,Knowledge and Information Management (KIM)
13,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Governance,EDPDP2,Band5,27000,41000,Knowledge Information Management Manager,1.0,Knowledge and Information Management (KIM)
14,Department for Business Innovation and Skills,UK Commission for Employment and Skills,Business Services - Governance,EDPDP2,Band7,16000,25000,Knowledge Information Management Support Officer,2.0,Knowledge and Information Management (KIM)
