,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
0,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Chief Executive and Financial Services,1,AO ,20000,25000,Financial Services,5.0,Finance
1,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Chief Executive and Financial Services,1,EO,25000,30000,Financial Services,3.0,Finance
2,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Chief Executive and Financial Services,1,Grade 7,50000,55000,Financial Services,1.0,Finance
3,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Chief Executive and Financial Services,1,HEO,30000,35000,Financial Services,1.0,Finance
4,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Chief Executive and Financial Services,1,SEO,35000,45000,Financial Services,1.0,Finance
5,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,Grade 7,50000,55000,Core Services,1.0,Operational Delivery
6,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,AO ,20000,25000,Core Services - Committee and Office Support,5.8,Operational Delivery
7,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,EO,25000,30000,Core Services - Committee and Office Support,2.0,Operational Delivery
8,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,SEO,35000,45000,Core Services - Committee and Office Support,1.0,Operational Delivery
9,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,AO ,20000,25000,Core Services - Programme Strategy Management and Training and Liaison,2.0,Operational Delivery
10,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,EO,25000,30000,Core Services - Programme Strategy Management and Training and Liaison,1.0,Operational Delivery
11,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,SEO,35000,45000,Core Services - Programme Strategy Management and Training and Liaison,1.0,Operational Delivery
12,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,AO ,20000,25000,"Core Services - Quality Management, Communications and Design Services",2.0,Operational Delivery
13,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,EO,25000,30000,"Core Services - Quality Management, Communications and Design Services",1.0,Operational Delivery
14,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,HEO,30000,35000,"Core Services - Quality Management, Communications and Design Services",2.0,Operational Delivery
15,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,SEO,35000,45000,"Core Services - Quality Management, Communications and Design Services",1.0,Operational Delivery
16,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,AO ,20000,25000,Enforcement Team,3.0,Operational Delivery
17,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,EO,25000,30000,Enforcement Team,2.0,Operational Delivery
18,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,SEO,35000,45000,Enforcement Team,1.0,Operational Delivery
19,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,AO ,20000,25000,Legislation Team,0.8,Operational Delivery
20,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,EO,25000,30000,Legislation Team,1.8,Operational Delivery
21,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,Grade 7,50000,55000,Legislation Team,1.0,Operational Delivery
22,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,HEO,30000,35000,Legislation Team,3.0,Operational Delivery
23,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,SEO,35000,45000,Legislation Team,1.0,Operational Delivery
24,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,Grade 6,55000,70000,Post Authorisation Surveillance Unit,1.0,Operational Delivery
25,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,AO ,20000,25000,Post Authorisation Surveillance Unit - AMR Control and Surveillance Unit,1.0,Operational Delivery
26,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,Grade 7,50000,55000,Post Authorisation Surveillance Unit - AMR Control and Surveillance Unit,1.0,Operational Delivery
27,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,HSO,30000,35000,Post Authorisation Surveillance Unit - AMR Control and Surveillance Unit,1.0,Operational Delivery
28,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,HEO,30000,35000,Post Authorisation Surveillance Unit - AMR Control and Surveillance Unit,1.0,Operational Delivery
29,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,Grade 7,50000,55000,Post Authorisation Surveillance Unit - GMP Inspections,2.0,Operational Delivery
30,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,SRO II,50000,55000,Post Authorisation Surveillance Unit - GMP Inspections,1.0,Operational Delivery
31,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,AO ,20000,25000,Post Authorisation Surveillance Unit - Inspections and Investigations,2.6,Operational Delivery
32,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,EO,25000,30000,Post Authorisation Surveillance Unit - Inspections and Investigations,1.0,Operational Delivery
33,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,Grade 7,50000,55000,Post Authorisation Surveillance Unit - Inspections and Investigations,1.0,Operational Delivery
34,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,HEO,30000,35000,Post Authorisation Surveillance Unit - Inspections and Investigations,1.0,Operational Delivery
35,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,SEO,35000,45000,Post Authorisation Surveillance Unit - Inspections and Investigations,5.0,Operational Delivery
36,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,AO ,20000,25000,Post Authorisation Surveillance Unit - Residues Surveillance Unit,2.0,Operational Delivery
37,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,EO,25000,30000,Post Authorisation Surveillance Unit - Residues Surveillance Unit,1.4,Operational Delivery
38,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,Grade 7,50000,55000,Post Authorisation Surveillance Unit - Residues Surveillance Unit,1.0,Operational Delivery
39,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,HEO,30000,35000,Post Authorisation Surveillance Unit - Residues Surveillance Unit,2.0,Operational Delivery
40,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,AO ,20000,25000,Post Authorisation Surveillance Unit - Pharmacovigilance,3.0,Operational Delivery
41,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,EO,25000,30000,Post Authorisation Surveillance Unit - Pharmacovigilance,1.0,Operational Delivery
42,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,Grade 7,50000,55000,Post Authorisation Surveillance Unit - Pharmacovigilance,1.0,Operational Delivery
43,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,SO,25000,30000,Post Authorisation Surveillance Unit - Pharmacovigilance,1.0,Operational Delivery
44,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,SSO & PO1,35000,45000,Post Authorisation Surveillance Unit - Pharmacovigilance,1.0,Operational Delivery
45,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,HSO,30000,35000,Post Authorisation Surveillance Unit - Pharmacovigilance,1.0,Operational Delivery
46,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Operations Division,2,VRO,50000,55000,Post Authorisation Surveillance Unit - Pharmacovigilance,1.0,Operational Delivery
47,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,Grade 6,55000,70000,Biologicals and Administration,1.0,Operational Delivery
48,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,Grade 7,50000,55000,Biologicals and Administration - Biologicals Assessor Team,4.0,Operational Delivery
49,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,HSO,30000,35000,Biologicals and Administration - Biologicals Assessor Team,1.0,Operational Delivery
50,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,SRO II,50000,55000,Biologicals and Administration - Biologicals Assessor Team,1.0,Operational Delivery
51,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,VRO,50000,55000,Biologicals and Administration - Biologicals Assessor Team,1.0,Operational Delivery
52,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,AO ,20000,25000,Biologicals and Administration - Licensing Administration,18.6,Operational Delivery
53,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,EO,25000,30000,Biologicals and Administration - Licensing Administration,5.0,Operational Delivery
54,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,Grade 7,50000,55000,Biologicals and Administration - Licensing Administration,1.0,Operational Delivery
55,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,HEO,30000,35000,Biologicals and Administration - Licensing Administration,2.0,Operational Delivery
56,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,Grade 6,55000,70000,General Assessment & Research Team,1.0,Operational Delivery
57,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,Grade 7,50000,55000,General Assessment & Research Team - General Assessment,0.8,Operational Delivery
58,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,HSO,30000,35000,General Assessment & Research Team - General Assessment,3.0,Operational Delivery
59,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,SO,25000,30000,General Assessment & Research Team - General Assessment,3.8,Operational Delivery
60,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,SSO & PO1,35000,45000,General Assessment & Research Team - General Assessment,1.0,Operational Delivery
61,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,SSO & PO1,35000,45000,General Assessment & Research Team - Research,1.0,Operational Delivery
62,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,AO ,20000,25000,Information Technology,2.0,Information Technology
63,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,EO,25000,30000,Information Technology,4.0,Information Technology
64,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,Grade 7,50000,55000,Information Technology,2.0,Information Technology
65,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,HEO,30000,35000,Information Technology,2.0,Information Technology
66,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,Grade 6,55000,70000,Pharmaceuticals and Feed Additives,1.0,Operational Delivery
67,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,SRO II,50000,55000,Pharmaceuticals and Feed Additives - Efficacy,1.0,Operational Delivery
68,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,VRO,50000,55000,Pharmaceuticals and Feed Additives - Efficacy,6.0,Operational Delivery
69,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,Grade 7,50000,55000,Pharmaceuticals and Feed Additives - Efficacy,2.0,Operational Delivery
70,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,Grade 7,50000,55000,Pharmaceuticals and Feed Additives - Human & Environmental Safety,2.0,Operational Delivery
71,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,HSO,30000,35000,Pharmaceuticals and Feed Additives - Human & Environmental Safety,1.0,Operational Delivery
72,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,SSO & PO1,35000,45000,Pharmaceuticals and Feed Additives - Human & Environmental Safety,3.7,Operational Delivery
73,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,Grade 7,50000,55000,Pharmaceuticals and Feed Additives - Quality,3.0,Operational Delivery
74,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,HSO,30000,35000,Pharmaceuticals and Feed Additives - Quality,2.0,Operational Delivery
75,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,SO,25000,30000,Pharmaceuticals and Feed Additives - Quality,1.0,Operational Delivery
76,"Department for Environment, Food and Rural Affairs",Veterinary Medicines Directorate,Authorisations Division,3,SSO & PO1,35000,45000,Pharmaceuticals and Feed Additives - Quality,1.0,Operational Delivery
