,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
0,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,1.0,59381,74405,Head of Conservation and Keeper,1.0,Operational Delivery
1,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,2.0,53141,66586,Senior Scientific staff,1.0,Science and Engineering
2,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,2.0,53141,66586,Head of Curatorial,1.0,Operational Delivery
3,"Department for Culture, Media and Sport",The National Gallery,Director's Office,DODIR01EA50,2.0,53141,66586,Secretary to the Board of Trustees,0.91,Operational Delivery
4,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,2.0,53141,66586,Head of Human Resources,1.0,Human Resources
5,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,2.0,53141,66586,Head of Finance,1.0,Finance
6,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,2.0,53141,66586,Head of Building and Facilities,1.0,Property and Asset Management
7,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,2.0,53141,66586,Head of IS and Project Management,1.0,Information Technology
8,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,2.0,53141,66586,Head Of Visitor Services and Security,1.0,Operational Delivery
9,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,2.0,53141,66586,Head of Digital Communications,1.0,Communications
10,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,3.0,43461,54458,Curatorial staff,4.4,Operational Delivery
11,"Department for Culture, Media and Sport",The National Gallery,Director's Office,DODIR01EA50,3.0,43461,54458,Head Of Corporate Sponsorship,1.0,Communications
12,"Department for Culture, Media and Sport",The National Gallery,Director's Office,DODIR01EA50,3.0,43461,54458,Head Of Trusts and Individual Giving,0.8,Communications
13,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,3.0,43461,54458,Head of Exhibitions,1.0,Operational Delivery
14,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,3.0,43461,54458,National Programmes Manager,1.0,Operational Delivery
15,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,3.0,43461,54458,Membership Scheme Project Manager,1.0,Operational Delivery
16,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,3.0,43461,54458,Research Centre Manager,1.0,Knowledge and Information Management (KIM)
17,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,4.0,34272,42944,Curatorial staff,2.38,Operational Delivery
18,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,4.0,34272,42944,Head of Art Handling,1.0,Operational Delivery
19,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,4.0,34272,42944,Head of Framing,0.67,Operational Delivery
20,"Department for Culture, Media and Sport",The National Gallery,Director's Office,DODIR01EA50,4.0,34272,42944,Head Of Events,1.0,Communications
21,"Department for Culture, Media and Sport",The National Gallery,Director's Office,DODIR01EA50,4.0,34272,42944,Fundraising staff,4.6,Communications
22,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,4.0,34272,42944,Human Resources staff,2.0,Human Resources
23,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,4.0,34272,42944,Finance staff,2.0,Finance
24,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,4.0,34272,42944,IS staff,3.0,Information Technology
25,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,4.0,34272,42944,Senior Visitor Services Staff,2.0,Operational Delivery
26,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,4.0,34272,42944,Head of Design,1.0,Operational Delivery
27,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,4.0,34272,42944,Education staff,2.0,Operational Delivery
28,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,4.0,34272,42944,Head of Information,1.0,Operational Delivery
29,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,4.0,34272,42944,Head of Front of House,0.78,Operational Delivery
30,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,4.0,34272,42944,Head Of Marketing,1.0,Communications
31,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,4.0,34272,42944,Head Of Press,1.0,Communications
32,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,5.0,28492,35700,Curatorial staff,2.86,Operational Delivery
33,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,5.0,28492,35700,Registrars staff,2.0,Operational Delivery
34,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,5.0,28492,35700,Conservation staff,8.2,Operational Delivery
35,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,5.0,28492,35700,Framing staff,1.0,Operational Delivery
36,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,5.0,28492,35700,Photographic staff,2.0,Science and Engineering
37,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,5.0,28492,35700,Scientific staff,2.39,Science and Engineering
38,"Department for Culture, Media and Sport",The National Gallery,Director's Office,DODIR01EA50,5.0,28492,35700,Fundraising staff,2.0,Communications
39,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,5.0,28492,35700,Human Resources staff,1.0,Human Resources
40,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,5.0,28492,35700,Audio Visual staff,1.0,Operational Delivery
41,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,5.0,28492,35700,Building & Facilities staff,2.6,Property and Asset Management
42,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,5.0,28492,35700,IS staff,1.0,Information Technology
43,"Department for Culture, Media and Sport",The National Gallery,Finance & Operations ,FO01BB12,5.0,28492,35700,Senior Visitor Services Staff,3.0,Operational Delivery
44,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,5.0,28492,35700,Design staff,1.0,Operational Delivery
45,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,5.0,28492,35700,Exhibitions staff,4.0,Operational Delivery
46,"Department for Culture, Media and Sport",The National Gallery,Public Engagement,PE01BB10,5.0,28492,35700,Education staff,2.0,Operational Delivery
47,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,6.0,24619,30846,Curatorial staff,5.6,Operational Delivery
48,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,6.0,24619,30846,Registrars staff,1.0,Operational Delivery
49,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,6.0,24619,30846,Art Handling staff,2.0,Operational Delivery
50,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,6.0,24619,30846,Conservation staff,0.8,Operational Delivery
51,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,6.0,24619,30846,Scientific staff,1.61,Science and Engineering
52,"Department for Culture, Media and Sport",The National Gallery,Collections,CO01BB11,6.0,24619,30846,Photographic staff,3.32,Science and Engineering
53,"Department for Culture, Media and Sport",The National Gallery,Director's Office,DODIR01EA50,6.0,24619,30846,Events Management staff,3.4,Communications
54,"Department for Culture, Media and Sport",The National Gallery,Director's Office,DODIR01EA50,6.0,24619,30846,Fundraising staff,2.0,Communications
55,"Department for Culture, Media and Sport",The National Gallery,Director's Office,DODIR01EA50,6.0,24619,30846,Research staff,1.0,Operational Delivery
