,Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
0,Department of Health,MHRA,CPRD,,HEO(I),29992,37316,Technical Support Officer,1.0,Information Technology
1,Department of Health,MHRA,IMD,,EO(I),24938,30275,Classifier,1.0,Operational Delivery
2,Department of Health,MHRA,VRMM,,EO(I),24938,30275,Assessor,1.0,Operational Delivery
3,Department of Health,MHRA,Licensing,P1578,EO(I),24938,30275,Licensing Team ,1.0,Science and Engineering
4,Department of Health,MHRA,NIBSC,,NIBSC AfC BAND 8a,39239,47088,Operational Manager,1.0,Science and Engineering
5,Department of Health,MHRA,Licensing,,HEO(I),29992,37316,Assessor,1.0,Other
6,Department of Health,MHRA,Licensing,,HEO(I),29992,37316,Assessor,1.0,Other
7,Department of Health,MHRA,IMD,,HEO(I),29992,37316,Systems Team ,1.0,Operational Delivery
8,Department of Health,MHRA,Ops and Finance,,SEO(I),37175,45769,Finance Team ,1.0,Finance
9,Department of Health,MHRA,VRMM,,EO(I),24938,30275,Administration,1.0,Operational Delivery
10,Department of Health,MHRA,IMD,,EO(I),24938,30275,Classifier,1.0,Operational Delivery
11,Department of Health,MHRA,Devices,,HEO(I),29992,37316,Medical Device Specialist,1.0,Science and Engineering
12,Department of Health,MHRA,VRMM,P1797,G6(I),60575,75035,Assessor,1.0,Other
13,Department of Health,MHRA,IE&S,,EO(I),24938,30275,Researcher ,0.6,Knowledge and Information Management (KIM)
14,Department of Health,MHRA,Licensing,P1482,G7(I),60575,75035,Licensing Team ,1.0,Science and Engineering
15,Department of Health,MHRA,VRMM,,EO(I),24938,30275,Operations Support Officer,1.0,Operational Delivery
16,Department of Health,MHRA,VRMM,,HEO(I),29992,37316,Assessor,2.0,Science and Engineering
17,Department of Health,MHRA,Licensing,,HEO(I),29992,37316,Administration,1.0,Operational Delivery
18,Department of Health,MHRA,Licensing,P1482,G6(I),60575,75035,Assessor,1.0,Other
19,Department of Health,MHRA,VRMM,,SEO(I),37175,45769,Assessor,1.0,Other
20,Department of Health,MHRA,Licensing,P1461,G6(I),60575,75035,Assessor,1.0,Other
21,Department of Health,MHRA,IE&S,,G6(I),60575,75035,Inspector,1.0,Operational Research
22,Department of Health,MHRA,Licensing,P1663,G6(I),60575,75035,Assessor,1.0,Other
23,Department of Health,MHRA,IE&S,P1202,G6(I),60575,75035,Operational Manager,1.0,Knowledge and Information Management (KIM)
24,Department of Health,MHRA,IE&S,,EO(I),24938,30275,Administration,1.0,Operational Delivery
25,Department of Health,MHRA,IMD,,EO(I),24938,30275,Classifier,0.8,Operational Delivery
26,Department of Health,MHRA,IMD,,AO(I),20959,23567,Classifier,1.0,Operational Delivery
